,Record ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 1,7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 5,7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 8,7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 15,7.6,0.39,0.31,2.3,0.082,23,71,0.9982,3.52,0.65,9.7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 18,6.9,0.4,0.14,2.4,0.085,21,40,0.9968,3.43,0.63,9.7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 20,7.6,0.41,0.24,1.8,0.08,4,11,0.9962,3.28,0.59,9.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 21,7.1,0.71,0,1.9,0.08,14,35,0.9972,3.47,0.55,9.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 22,7.8,0.645,0,2,0.082,8,16,0.9964,3.38,0.59,9.8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 23,6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 25,5.2,0.32,0.25,1.8,0.103,13,50,0.9957,3.38,0.55,9.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 26,7.8,0.645,0,5.5,0.086,5,18,0.9986,3.4,0.55,9.6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 28,8.1,0.38,0.28,2.1,0.066,13,30,0.9968,3.23,0.73,9.7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 29,7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 32,8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 33,4.6,0.52,0.15,2.1,0.054,8,65,0.9934,3.9,0.56,13.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 35,8.8,0.66,0.26,1.7,0.074,4,23,0.9971,3.15,0.74,9.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 37,6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 45,7,0.735,0.05,2,0.081,13,54,0.9966,3.39,0.57,9.8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 47,7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 48,6.6,0.705,0.07,1.6,0.076,6,15,0.9962,3.44,0.58,10.7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 49,8,0.705,0.05,1.9,0.074,8,19,0.9962,3.34,0.95,10.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 54,6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 56,6.2,0.45,0.2,1.6,0.069,3,15,0.9958,3.41,0.56,9.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 57,7.4,0.5,0.47,2,0.086,21,73,0.997,3.36,0.57,9.1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 59,6.9,0.55,0.15,2.2,0.076,19,40,0.9961,3.41,0.59,10.1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 60,8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 61,7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 62,9.3,0.39,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 65,8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 66,7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 68,6.8,0.775,0,3,0.102,8,23,0.9965,3.45,0.56,10.7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 73,8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 81,7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 82,9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 83,8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 84,7.3,1.07,0.09,1.7,0.178,10,89,0.9962,3.3,0.57,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 88,8.2,1.33,0,1.7,0.081,3,12,0.9964,3.53,0.49,10.9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 91,8,0.745,0.56,2,0.118,30,134,0.9968,3.24,0.66,9.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 92,5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 95,7.2,0.415,0.36,2,0.081,13,45,0.9972,3.48,0.64,9.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 97,5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 98,6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 108,7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 109,7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 110,7.1,0.68,0,2.2,0.073,12,22,0.9969,3.48,0.5,9.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 112,7.6,0.95,0.03,2,0.09,7,20,0.9959,3.2,0.56,9.6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 113,7.6,0.68,0.02,1.3,0.072,9,20,0.9965,3.17,1.08,9.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 114,7.8,0.53,0.04,1.7,0.076,17,31,0.9964,3.33,0.56,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 115,7.4,0.6,0.26,7.3,0.07,36,121,0.9982,3.37,0.49,9.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 118,6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 119,7.3,0.55,0.03,1.6,0.072,17,42,0.9956,3.37,0.48,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 120,6.8,0.63,0.07,2.1,0.089,11,44,0.9953,3.47,0.55,10.4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 122,8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 123,7.4,0.62,0.05,1.9,0.068,24,42,0.9961,3.42,0.57,11.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 128,8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 129,8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 132,6.8,0.61,0.2,1.8,0.077,11,65,0.9971,3.54,0.58,9.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 133,6.7,0.62,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 134,8.9,0.31,0.57,2,0.111,26,85,0.9971,3.26,0.53,9.7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 136,7.9,0.5,0.33,2,0.084,15,143,0.9968,3.2,0.55,9.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 141,7.3,0.58,0.3,2.4,0.074,15,55,0.9968,3.46,0.59,10.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 142,11.5,0.3,0.6,2,0.067,12,27,0.9981,3.11,0.97,10.1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 143,6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 146,12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 148,7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 150,8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 153,7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 156,7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 157,7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 159,6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 161,7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 164,8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 167,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Record 169,12,0.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
